Year,Units,Country,Region,Age,Sex,Method of suicide,GeoCode,Value
2008,"Suicide Rate per 100,000",England and Wales,,20 to 24,,,K04000001,8.8
2008,"Suicide Rate per 100,000",England and Wales,,25 to 29,,,K04000001,10.0
2008,"Suicide Rate per 100,000",England and Wales,,30 to 34,,,K04000001,11.7
2008,"Suicide Rate per 100,000",England and Wales,,35 to 39,,,K04000001,13.0
2008,"Suicide Rate per 100,000",England and Wales,,40 to 44,,,K04000001,14.1
2008,"Suicide Rate per 100,000",England and Wales,,45 to 49,,,K04000001,12.6
2008,"Suicide Rate per 100,000",England and Wales,,50 to 54,,,K04000001,12.8
2008,"Suicide Rate per 100,000",England and Wales,,55 to 59,,,K04000001,11.3
2008,"Suicide Rate per 100,000",England and Wales,,60 to 64,,,K04000001,8.6
2008,"Suicide Rate per 100,000",England and Wales,,65 to 69,,,K04000001,7.4
2008,"Suicide Rate per 100,000",England and Wales,,70 to 74,,,K04000001,7.4
2008,"Suicide Rate per 100,000",England and Wales,,75 to 79,,,K04000001,6.9
2008,"Suicide Rate per 100,000",England and Wales,,80 to 84,,,K04000001,9.6
2008,"Suicide Rate per 100,000",England and Wales,,85 to 89,,,K04000001,8.0
2008,"Suicide Rate per 100,000",England and Wales,,90 and over,,,K04000001,9.0
2008,"Suicide Rate per 100,000",England and Wales,,10 to 14,Male,,K04000001,0.2
2008,"Suicide Rate per 100,000",England and Wales,,15 to 19,Male,,K04000001,5.4
2008,"Suicide Rate per 100,000",England and Wales,,20 to 24,Male,,K04000001,14.6
2008,"Suicide Rate per 100,000",England and Wales,,25 to 29,Male,,K04000001,15.8
2008,"Suicide Rate per 100,000",England and Wales,,30 to 34,Male,,K04000001,17.8
2008,"Suicide Rate per 100,000",England and Wales,,35 to 39,Male,,K04000001,21.2
2008,"Suicide Rate per 100,000",England and Wales,,40 to 44,Male,,K04000001,22.9
2008,"Suicide Rate per 100,000",England and Wales,,45 to 49,Male,,K04000001,19.4
2008,"Suicide Rate per 100,000",England and Wales,,50 to 54,Male,,K04000001,18.1
2008,"Suicide Rate per 100,000",England and Wales,,55 to 59,Male,,K04000001,16.9
2008,"Suicide Rate per 100,000",England and Wales,,60 to 64,Male,,K04000001,13.2
2008,"Suicide Rate per 100,000",England and Wales,,65 to 69,Male,,K04000001,10.1
2008,"Suicide Rate per 100,000",England and Wales,,70 to 74,Male,,K04000001,11.8
2008,"Suicide Rate per 100,000",England and Wales,,75 to 79,Male,,K04000001,10.5
2008,"Suicide Rate per 100,000",England and Wales,,80 to 84,Male,,K04000001,15.5
2008,"Suicide Rate per 100,000",England and Wales,,85 to 89,Male,,K04000001,17.1
2008,"Suicide Rate per 100,000",England and Wales,,90 and over,Male,,K04000001,20.3
2008,"Suicide Rate per 100,000",England and Wales,,10 to 14,Female,,K04000001,0.3
2008,"Suicide Rate per 100,000",England and Wales,,15 to 19,Female,,K04000001,1.9
2008,"Suicide Rate per 100,000",England and Wales,,20 to 24,Female,,K04000001,3.0
2008,"Suicide Rate per 100,000",England and Wales,,25 to 29,Female,,K04000001,4.1
2008,"Suicide Rate per 100,000",England and Wales,,30 to 34,Female,,K04000001,5.7
2008,"Suicide Rate per 100,000",England and Wales,,35 to 39,Female,,K04000001,4.9
2008,"Suicide Rate per 100,000",England and Wales,,40 to 44,Female,,K04000001,5.4
2008,"Suicide Rate per 100,000",England and Wales,,45 to 49,Female,,K04000001,5.9
2008,"Suicide Rate per 100,000",England and Wales,,50 to 54,Female,,K04000001,7.5
2008,"Suicide Rate per 100,000",England and Wales,,55 to 59,Female,,K04000001,5.9
2008,"Suicide Rate per 100,000",England and Wales,,60 to 64,Female,,K04000001,4.2
2008,"Suicide Rate per 100,000",England and Wales,,65 to 69,Female,,K04000001,4.8
2008,"Suicide Rate per 100,000",England and Wales,,70 to 74,Female,,K04000001,3.6
2008,"Suicide Rate per 100,000",England and Wales,,75 to 79,Female,,K04000001,4.1
2008,"Suicide Rate per 100,000",England and Wales,,80 to 84,Female,,K04000001,5.7
2008,"Suicide Rate per 100,000",England and Wales,,85 to 89,Female,,K04000001,3.3
2008,"Suicide Rate per 100,000",England and Wales,,90 and over,Female,,K04000001,5.1
2008,"Suicide Rate per 100,000",England,,10 to 14,,,E92000001,0.2
2008,"Suicide Rate per 100,000",England,,15 to 19,,,E92000001,3.5
2008,"Suicide Rate per 100,000",England,,20 to 24,,,E92000001,8.6
2008,"Suicide Rate per 100,000",England,,25 to 29,,,E92000001,9.5
2008,"Suicide Rate per 100,000",England,,30 to 34,,,E92000001,11.6
2008,"Suicide Rate per 100,000",England,,35 to 39,,,E92000001,13.0
2008,"Suicide Rate per 100,000",England,,40 to 44,,,E92000001,14.0
2008,"Suicide Rate per 100,000",England,,45 to 49,,,E92000001,12.5
2008,"Suicide Rate per 100,000",England,,50 to 54,,,E92000001,12.4
2008,"Suicide Rate per 100,000",England,,55 to 59,,,E92000001,11.3
2008,"Suicide Rate per 100,000",England,,60 to 64,,,E92000001,8.6
2008,"Suicide Rate per 100,000",England,,65 to 69,,,E92000001,7.5
2008,"Suicide Rate per 100,000",England,,70 to 74,,,E92000001,7.5
2008,"Suicide Rate per 100,000",England,,75 to 79,,,E92000001,6.8
2008,"Suicide Rate per 100,000",England,,80 to 84,,,E92000001,9.7
2008,"Suicide Rate per 100,000",England,,85 to 89,,,E92000001,8.2
2008,"Suicide Rate per 100,000",England,,90 and over,,,E92000001,8.9
2008,"Suicide Rate per 100,000",England,,15 to 19,Male,,E92000001,5.3
2008,"Suicide Rate per 100,000",England,,20 to 24,Male,,E92000001,14.4
2008,"Suicide Rate per 100,000",England,,25 to 29,Male,,E92000001,15.0
2008,"Suicide Rate per 100,000",England,,30 to 34,Male,,E92000001,17.6
2008,"Suicide Rate per 100,000",England,,35 to 39,Male,,E92000001,21.3
2008,"Suicide Rate per 100,000",England,,40 to 44,Male,,E92000001,22.4
2008,"Suicide Rate per 100,000",England,,45 to 49,Male,,E92000001,19.5
2008,"Suicide Rate per 100,000",England,,50 to 54,Male,,E92000001,17.6
2008,"Suicide Rate per 100,000",England,,55 to 59,Male,,E92000001,17.1
2008,"Suicide Rate per 100,000",England,,60 to 64,Male,,E92000001,13.1
2008,"Suicide Rate per 100,000",England,,65 to 69,Male,,E92000001,10.3
2008,"Suicide Rate per 100,000",England,,70 to 74,Male,,E92000001,11.7
2008,"Suicide Rate per 100,000",England,,75 to 79,Male,,E92000001,10.5
2008,"Suicide Rate per 100,000",England,,80 to 84,Male,,E92000001,15.4
2008,"Suicide Rate per 100,000",England,,85 to 89,Male,,E92000001,17.8
2008,"Suicide Rate per 100,000",England,,90 and over,Male,,E92000001,20.3
2008,"Suicide Rate per 100,000",England,,10 to 14,Female,,E92000001,0.3
2008,"Suicide Rate per 100,000",England,,15 to 19,Female,,E92000001,1.6
2008,"Suicide Rate per 100,000",England,,20 to 24,Female,,E92000001,2.8
2008,"Suicide Rate per 100,000",England,,25 to 29,Female,,E92000001,3.9
2008,"Suicide Rate per 100,000",England,,30 to 34,Female,,E92000001,5.7
2008,"Suicide Rate per 100,000",England,,35 to 39,Female,,E92000001,4.7
2008,"Suicide Rate per 100,000",England,,40 to 44,Female,,E92000001,5.6
2008,"Suicide Rate per 100,000",England,,45 to 49,Female,,E92000001,5.7
2008,"Suicide Rate per 100,000",England,,50 to 54,Female,,E92000001,7.3
2008,"Suicide Rate per 100,000",England,,55 to 59,Female,,E92000001,5.6
2008,"Suicide Rate per 100,000",England,,60 to 64,Female,,E92000001,4.2
2008,"Suicide Rate per 100,000",England,,65 to 69,Female,,E92000001,4.8
2008,"Suicide Rate per 100,000",England,,70 to 74,Female,,E92000001,3.7
2008,"Suicide Rate per 100,000",England,,75 to 79,Female,,E92000001,3.9
2008,"Suicide Rate per 100,000",England,,80 to 84,Female,,E92000001,5.8
2008,"Suicide Rate per 100,000",England,,85 to 89,Female,,E92000001,3.4
2008,"Suicide Rate per 100,000",England,,90 and over,Female,,E92000001,5.0
2008,"Suicide Rate per 100,000",Wales,,15 to 19,,,W92000004,6.4
2008,"Suicide Rate per 100,000",Wales,,20 to 24,,,W92000004,10.9
2008,"Suicide Rate per 100,000",Wales,,25 to 29,,,W92000004,17.5
2008,"Suicide Rate per 100,000",Wales,,30 to 34,,,W92000004,12.1
2008,"Suicide Rate per 100,000",Wales,,35 to 39,,,W92000004,11.3
2008,"Suicide Rate per 100,000",Wales,,40 to 44,,,W92000004,16.0
2008,"Suicide Rate per 100,000",Wales,,45 to 49,,,W92000004,10.9
2008,"Suicide Rate per 100,000",Wales,,50 to 54,,,W92000004,15.2
2008,"Suicide Rate per 100,000",Wales,,55 to 59,,,W92000004,8.8
2008,"Suicide Rate per 100,000",Wales,,60 to 64,,,W92000004,8.1
2008,"Suicide Rate per 100,000",Wales,,65 to 69,,,W92000004,5.9
2008,"Suicide Rate per 100,000",Wales,,70 to 74,,,W92000004,6.1
2008,"Suicide Rate per 100,000",Wales,,75 to 79,,,W92000004,7.6
2008,"Suicide Rate per 100,000",Wales,,80 to 84,,,W92000004,8.9
2008,"Suicide Rate per 100,000",Wales,,15 to 19,Male,,W92000004,6.8
2008,"Suicide Rate per 100,000",Wales,,20 to 24,Male,,W92000004,15.6
2008,"Suicide Rate per 100,000",Wales,,25 to 29,Male,,W92000004,28.3
2008,"Suicide Rate per 100,000",Wales,,30 to 34,Male,,W92000004,19.5
2008,"Suicide Rate per 100,000",Wales,,35 to 39,Male,,W92000004,15.1
2008,"Suicide Rate per 100,000",Wales,,40 to 44,Male,,W92000004,30.8
2008,"Suicide Rate per 100,000",Wales,,45 to 49,Male,,W92000004,14.5
2008,"Suicide Rate per 100,000",Wales,,50 to 54,Male,,W92000004,21.3
2008,"Suicide Rate per 100,000",Wales,,55 to 59,Male,,W92000004,10.5
2008,"Suicide Rate per 100,000",Wales,,60 to 64,Male,,W92000004,14.4
2008,"Suicide Rate per 100,000",Wales,,65 to 69,Male,,W92000004,6.7
2008,"Suicide Rate per 100,000",Wales,,70 to 74,Male,,W92000004,11.3
2008,"Suicide Rate per 100,000",Wales,,75 to 79,Male,,W92000004,8.5
2008,"Suicide Rate per 100,000",Wales,,80 to 84,Male,,W92000004,15.9
2008,"Suicide Rate per 100,000",Wales,,15 to 19,Female,,W92000004,6.1
2008,"Suicide Rate per 100,000",Wales,,20 to 24,Female,,W92000004,6.0
2008,"Suicide Rate per 100,000",Wales,,25 to 29,Female,,W92000004,6.6
2008,"Suicide Rate per 100,000",Wales,,30 to 34,Female,,W92000004,4.8
2008,"Suicide Rate per 100,000",Wales,,35 to 39,Female,,W92000004,7.7
2008,"Suicide Rate per 100,000",Wales,,45 to 49,Female,,W92000004,7.5
2008,"Suicide Rate per 100,000",Wales,,50 to 54,Female,,W92000004,9.3
2008,"Suicide Rate per 100,000",Wales,,55 to 59,Female,,W92000004,7.1
2008,"Suicide Rate per 100,000",Wales,,65 to 69,Female,,W92000004,5.1
2008,"Suicide Rate per 100,000",Wales,,75 to 79,Female,,W92000004,6.8
2009,"Suicide Rate per 100,000",,,,Male,,,16.1
2009,"Suicide Rate per 100,000",,,,Female,,,4.9
2009,"Suicide Rate per 100,000",England and Wales,,,,,K04000001,9.6
2009,"Suicide Rate per 100,000",England and Wales,,,Male,,K04000001,15.0
2009,"Suicide Rate per 100,000",England and Wales,,,Female,,K04000001,4.5
2009,"Suicide Rate per 100,000",England,,,,,E92000001,9.6
2009,"Suicide Rate per 100,000",England,,,Male,,E92000001,14.9
2009,"Suicide Rate per 100,000",England,,,Female,,E92000001,4.5
2009,"Suicide Rate per 100,000",Wales,,,,,W92000004,9.7
2009,"Suicide Rate per 100,000",Wales,,,Male,,W92000004,15.4
2009,"Suicide Rate per 100,000",Wales,,,Female,,W92000004,4.2
2009,"Suicide Rate per 100,000",Scotland,,,,,S92000003,15.6
2009,"Suicide Rate per 100,000",Scotland,,,Male,,S92000003,23.8
2009,"Suicide Rate per 100,000",Scotland,,,Female,,S92000003,8.1
2009,"Suicide Rate per 100,000",Northern Ireland,,,,,N92000002,16.1
2009,"Suicide Rate per 100,000",Northern Ireland,,,Male,,N92000002,25.9
2009,"Suicide Rate per 100,000",Northern Ireland,,,Female,,N92000002,6.7
2009,"Suicide Rate per 100,000",England,North East,,,,E12000001,10.4
2009,"Suicide Rate per 100,000",England,North West,,,,E12000002,11.5
2009,"Suicide Rate per 100,000",England,Yorkshire and The Humber,,,,E12000003,8.8
2009,"Suicide Rate per 100,000",England,East Midlands,,,,E12000004,9.4
2009,"Suicide Rate per 100,000",England,West Midlands,,,,E12000005,9.3
2009,"Suicide Rate per 100,000",England,East of England,,,,E12000006,8.3
2009,"Suicide Rate per 100,000",England,London,,,,E12000007,8.4
2009,"Suicide Rate per 100,000",England,South East,,,,E12000008,9.7
2009,"Suicide Rate per 100,000",England,South West,,,,E12000009,11.2
2009,"Suicide Rate per 100,000",England,North East,,Male,,E12000001,17.6
2009,"Suicide Rate per 100,000",England,North West,,Male,,E12000002,18.1
2009,"Suicide Rate per 100,000",England,Yorkshire and The Humber,,Male,,E12000003,14.4
2009,"Suicide Rate per 100,000",England,East Midlands,,Male,,E12000004,13.9
2009,"Suicide Rate per 100,000",England,West Midlands,,Male,,E12000005,14.3
2009,"Suicide Rate per 100,000",England,East of England,,Male,,E12000006,13.1
2009,"Suicide Rate per 100,000",England,London,,Male,,E12000007,12.9
2009,"Suicide Rate per 100,000",England,South East,,Male,,E12000008,14.7
2009,"Suicide Rate per 100,000",England,South West,,Male,,E12000009,17.4
2009,"Suicide Rate per 100,000",England,North East,,Female,,E12000001,3.7
2009,"Suicide Rate per 100,000",England,North West,,Female,,E12000002,5.4
2009,"Suicide Rate per 100,000",England,Yorkshire and The Humber,,Female,,E12000003,3.5
2009,"Suicide Rate per 100,000",England,East Midlands,,Female,,E12000004,5.1
2009,"Suicide Rate per 100,000",England,West Midlands,,Female,,E12000005,4.4
2009,"Suicide Rate per 100,000",England,East of England,,Female,,E12000006,3.9
2009,"Suicide Rate per 100,000",England,London,,Female,,E12000007,4.2
2009,"Suicide Rate per 100,000",England,South East,,Female,,E12000008,5.0
2009,"Suicide Rate per 100,000",England,South West,,Female,,E12000009,5.3
2009,"Suicide Rate per 100,000",,,10 to 14,,,,0.2
2009,"Suicide Rate per 100,000",,,15 to 19,,,,4.5
2009,"Suicide Rate per 100,000",,,20 to 24,,,,9.4
2009,"Suicide Rate per 100,000",,,25 to 29,,,,12.3
2009,"Suicide Rate per 100,000",,,30 to 34,,,,11.1
2009,"Suicide Rate per 100,000",,,35 to 39,,,,15.1
2009,"Suicide Rate per 100,000",,,40 to 44,,,,15.6
2009,"Suicide Rate per 100,000",,,45 to 49,,,,14.2
2009,"Suicide Rate per 100,000",,,50 to 54,,,,13.6
2009,"Suicide Rate per 100,000",,,55 to 59,,,,12.5
2009,"Suicide Rate per 100,000",,,60 to 64,,,,9.1
2009,"Suicide Rate per 100,000",,,65 to 69,,,,7.5
2009,"Suicide Rate per 100,000",,,70 to 74,,,,6.9
2009,"Suicide Rate per 100,000",,,75 to 79,,,,7.8
2009,"Suicide Rate per 100,000",,,80 to 84,,,,9.1
2009,"Suicide Rate per 100,000",,,85 and over,,,,8.6
2009,"Suicide Rate per 100,000",,,10 to 14,Male,,,0.2
2009,"Suicide Rate per 100,000",,,15 to 19,Male,,,6.5
2009,"Suicide Rate per 100,000",,,20 to 24,Male,,,15.2
2009,"Suicide Rate per 100,000",,,25 to 29,Male,,,19.2
2009,"Suicide Rate per 100,000",,,30 to 34,Male,,,18.2
2009,"Suicide Rate per 100,000",,,35 to 39,Male,,,24.5
2009,"Suicide Rate per 100,000",,,40 to 44,Male,,,24.2
2009,"Suicide Rate per 100,000",,,45 to 49,Male,,,21.7
2009,"Suicide Rate per 100,000",,,50 to 54,Male,,,21.3
2009,"Suicide Rate per 100,000",,,55 to 59,Male,,,18.6
2009,"Suicide Rate per 100,000",,,60 to 64,Male,,,13.1
2009,"Suicide Rate per 100,000",,,65 to 69,Male,,,10.8
2009,"Suicide Rate per 100,000",,,70 to 74,Male,,,10.4
2009,"Suicide Rate per 100,000",,,75 to 79,Male,,,11.8
2009,"Suicide Rate per 100,000",,,80 to 84,Male,,,15.1
2009,"Suicide Rate per 100,000",,,85 and over,Male,,,16.4
2009,"Suicide Rate per 100,000",,,10 to 14,Female,,,0.2
2009,"Suicide Rate per 100,000",,,15 to 19,Female,,,2.4
2009,"Suicide Rate per 100,000",,,20 to 24,Female,,,3.6
2009,"Suicide Rate per 100,000",,,25 to 29,Female,,,5.4
2009,"Suicide Rate per 100,000",,,30 to 34,Female,,,4.1
2009,"Suicide Rate per 100,000",,,35 to 39,Female,,,6.0
2009,"Suicide Rate per 100,000",,,40 to 44,Female,,,7.2
2009,"Suicide Rate per 100,000",,,45 to 49,Female,,,6.8
2009,"Suicide Rate per 100,000",,,50 to 54,Female,,,6.1
2009,"Suicide Rate per 100,000",,,55 to 59,Female,,,6.6
2009,"Suicide Rate per 100,000",,,60 to 64,Female,,,5.3
2009,"Suicide Rate per 100,000",,,65 to 69,Female,,,4.5
2009,"Suicide Rate per 100,000",,,70 to 74,Female,,,3.8
2009,"Suicide Rate per 100,000",,,75 to 79,Female,,,4.5
2009,"Suicide Rate per 100,000",,,80 to 84,Female,,,4.9
2009,"Suicide Rate per 100,000",,,85 and over,Female,,,5.0
2009,"Suicide Rate per 100,000",England and Wales,,15 to 19,,,K04000001,3.7
2009,"Suicide Rate per 100,000",England and Wales,,20 to 24,,,K04000001,8.2
2009,"Suicide Rate per 100,000",England and Wales,,25 to 29,,,K04000001,10.9
2009,"Suicide Rate per 100,000",England and Wales,,30 to 34,,,K04000001,10.0
2009,"Suicide Rate per 100,000",England and Wales,,35 to 39,,,K04000001,13.9
2009,"Suicide Rate per 100,000",England and Wales,,40 to 44,,,K04000001,14.2
2009,"Suicide Rate per 100,000",England and Wales,,45 to 49,,,K04000001,13.4
2009,"Suicide Rate per 100,000",England and Wales,,50 to 54,,,K04000001,12.7
2009,"Suicide Rate per 100,000",England and Wales,,55 to 59,,,K04000001,11.8
2009,"Suicide Rate per 100,000",England and Wales,,60 to 64,,,K04000001,8.7
2009,"Suicide Rate per 100,000",England and Wales,,65 to 69,,,K04000001,7.4
2009,"Suicide Rate per 100,000",England and Wales,,70 to 74,,,K04000001,6.8
2009,"Suicide Rate per 100,000",England and Wales,,75 to 79,,,K04000001,7.8
2009,"Suicide Rate per 100,000",England and Wales,,80 to 84,,,K04000001,9.4
2009,"Suicide Rate per 100,000",England and Wales,,85 to 89,,,K04000001,9.2
2009,"Suicide Rate per 100,000",England and Wales,,90 and over,,,K04000001,9.1
2009,"Suicide Rate per 100,000",England and Wales,,15 to 19,Male,,K04000001,5.5
2009,"Suicide Rate per 100,000",England and Wales,,20 to 24,Male,,K04000001,13.1
2009,"Suicide Rate per 100,000",England and Wales,,25 to 29,Male,,K04000001,17.0
2009,"Suicide Rate per 100,000",England and Wales,,30 to 34,Male,,K04000001,16.4
2009,"Suicide Rate per 100,000",England and Wales,,35 to 39,Male,,K04000001,22.5
2009,"Suicide Rate per 100,000",England and Wales,,40 to 44,Male,,K04000001,22.5
2009,"Suicide Rate per 100,000",England and Wales,,45 to 49,Male,,K04000001,20.4
2009,"Suicide Rate per 100,000",England and Wales,,50 to 54,Male,,K04000001,20.1
2009,"Suicide Rate per 100,000",England and Wales,,55 to 59,Male,,K04000001,17.5
2009,"Suicide Rate per 100,000",England and Wales,,60 to 64,Male,,K04000001,12.3
2009,"Suicide Rate per 100,000",England and Wales,,65 to 69,Male,,K04000001,10.7
2009,"Suicide Rate per 100,000",England and Wales,,70 to 74,Male,,K04000001,10.5
2009,"Suicide Rate per 100,000",England and Wales,,75 to 79,Male,,K04000001,12.2
2009,"Suicide Rate per 100,000",England and Wales,,80 to 84,Male,,K04000001,15.3
2009,"Suicide Rate per 100,000",England and Wales,,85 to 89,Male,,K04000001,17.4
2009,"Suicide Rate per 100,000",England and Wales,,90 and over,Male,,K04000001,15.9
2009,"Suicide Rate per 100,000",England and Wales,,15 to 19,Female,,K04000001,1.9
2009,"Suicide Rate per 100,000",England and Wales,,20 to 24,Female,,K04000001,3.3
2009,"Suicide Rate per 100,000",England and Wales,,25 to 29,Female,,K04000001,4.9
2009,"Suicide Rate per 100,000",England and Wales,,30 to 34,Female,,K04000001,3.6
2009,"Suicide Rate per 100,000",England and Wales,,35 to 39,Female,,K04000001,5.4
2009,"Suicide Rate per 100,000",England and Wales,,40 to 44,Female,,K04000001,6.0
2009,"Suicide Rate per 100,000",England and Wales,,45 to 49,Female,,K04000001,6.5
2009,"Suicide Rate per 100,000",England and Wales,,50 to 54,Female,,K04000001,5.4
2009,"Suicide Rate per 100,000",England and Wales,,55 to 59,Female,,K04000001,6.3
2009,"Suicide Rate per 100,000",England and Wales,,60 to 64,Female,,K04000001,5.3
2009,"Suicide Rate per 100,000",England and Wales,,65 to 69,Female,,K04000001,4.3
2009,"Suicide Rate per 100,000",England and Wales,,70 to 74,Female,,K04000001,3.6
2009,"Suicide Rate per 100,000",England and Wales,,75 to 79,Female,,K04000001,4.3
2009,"Suicide Rate per 100,000",England and Wales,,80 to 84,Female,,K04000001,5.3
2009,"Suicide Rate per 100,000",England and Wales,,85 to 89,Female,,K04000001,5.0
2009,"Suicide Rate per 100,000",England and Wales,,90 and over,Female,,K04000001,6.7
2009,"Suicide Rate per 100,000",England,,15 to 19,,,E92000001,3.6
2009,"Suicide Rate per 100,000",England,,20 to 24,,,E92000001,8.0
2009,"Suicide Rate per 100,000",England,,25 to 29,,,E92000001,10.8
2009,"Suicide Rate per 100,000",England,,30 to 34,,,E92000001,10.0
2009,"Suicide Rate per 100,000",England,,35 to 39,,,E92000001,13.7
2009,"Suicide Rate per 100,000",England,,40 to 44,,,E92000001,14.0
2009,"Suicide Rate per 100,000",England,,45 to 49,,,E92000001,13.3
2009,"Suicide Rate per 100,000",England,,50 to 54,,,E92000001,12.6
2009,"Suicide Rate per 100,000",England,,55 to 59,,,E92000001,12.2
2009,"Suicide Rate per 100,000",England,,60 to 64,,,E92000001,8.8
2009,"Suicide Rate per 100,000",England,,65 to 69,,,E92000001,7.2
2009,"Suicide Rate per 100,000",England,,70 to 74,,,E92000001,6.6
2009,"Suicide Rate per 100,000",England,,75 to 79,,,E92000001,7.9
2009,"Suicide Rate per 100,000",England,,80 to 84,,,E92000001,9.4
2009,"Suicide Rate per 100,000",England,,85 to 89,,,E92000001,9.0
2009,"Suicide Rate per 100,000",England,,90 and over,,,E92000001,9.4
2009,"Suicide Rate per 100,000",England,,15 to 19,Male,,E92000001,5.2
2009,"Suicide Rate per 100,000",England,,20 to 24,Male,,E92000001,12.8
2009,"Suicide Rate per 100,000",England,,25 to 29,Male,,E92000001,16.7
2009,"Suicide Rate per 100,000",England,,30 to 34,Male,,E92000001,16.5
2009,"Suicide Rate per 100,000",England,,35 to 39,Male,,E92000001,22.2
2009,"Suicide Rate per 100,000",England,,40 to 44,Male,,E92000001,22.2
2009,"Suicide Rate per 100,000",England,,45 to 49,Male,,E92000001,20.2
2009,"Suicide Rate per 100,000",England,,50 to 54,Male,,E92000001,19.8
2009,"Suicide Rate per 100,000",England,,55 to 59,Male,,E92000001,18.0
2009,"Suicide Rate per 100,000",England,,60 to 64,Male,,E92000001,12.6
2009,"Suicide Rate per 100,000",England,,65 to 69,Male,,E92000001,10.3
2009,"Suicide Rate per 100,000",England,,70 to 74,Male,,E92000001,10.3
2009,"Suicide Rate per 100,000",England,,75 to 79,Male,,E92000001,12.3
2009,"Suicide Rate per 100,000",England,,80 to 84,Male,,E92000001,15.5
2009,"Suicide Rate per 100,000",England,,85 to 89,Male,,E92000001,16.3
2009,"Suicide Rate per 100,000",England,,90 and over,Male,,E92000001,16.8
2009,"Suicide Rate per 100,000",England,,15 to 19,Female,,E92000001,2.0
2009,"Suicide Rate per 100,000",England,,20 to 24,Female,,E92000001,3.2
2009,"Suicide Rate per 100,000",England,,25 to 29,Female,,E92000001,5.0
2009,"Suicide Rate per 100,000",England,,30 to 34,Female,,E92000001,3.5
2009,"Suicide Rate per 100,000",England,,35 to 39,Female,,E92000001,5.4
2009,"Suicide Rate per 100,000",England,,40 to 44,Female,,E92000001,5.8
2009,"Suicide Rate per 100,000",England,,45 to 49,Female,,E92000001,6.6
2009,"Suicide Rate per 100,000",England,,50 to 54,Female,,E92000001,5.5
2009,"Suicide Rate per 100,000",England,,55 to 59,Female,,E92000001,6.5
2009,"Suicide Rate per 100,000",England,,60 to 64,Female,,E92000001,5.2
2009,"Suicide Rate per 100,000",England,,65 to 69,Female,,E92000001,4.4
2009,"Suicide Rate per 100,000",England,,70 to 74,Female,,E92000001,3.3
2009,"Suicide Rate per 100,000",England,,75 to 79,Female,,E92000001,4.3
2009,"Suicide Rate per 100,000",England,,80 to 84,Female,,E92000001,5.2
2009,"Suicide Rate per 100,000",England,,85 to 89,Female,,E92000001,5.3
2009,"Suicide Rate per 100,000",England,,90 and over,Female,,E92000001,6.8
2009,"Suicide Rate per 100,000",Wales,,15 to 19,,,W92000004,4.5
2009,"Suicide Rate per 100,000",Wales,,20 to 24,,,W92000004,9.8
2009,"Suicide Rate per 100,000",Wales,,25 to 29,,,W92000004,10.8
2009,"Suicide Rate per 100,000",Wales,,30 to 34,,,W92000004,9.0
2009,"Suicide Rate per 100,000",Wales,,35 to 39,,,W92000004,15.3
2009,"Suicide Rate per 100,000",Wales,,40 to 44,,,W92000004,17.4
2009,"Suicide Rate per 100,000",Wales,,45 to 49,,,W92000004,14.4
2009,"Suicide Rate per 100,000",Wales,,50 to 54,,,W92000004,13.5
2009,"Suicide Rate per 100,000",Wales,,55 to 59,,,W92000004,4.2
2009,"Suicide Rate per 100,000",Wales,,60 to 64,,,W92000004,7.0
2009,"Suicide Rate per 100,000",Wales,,65 to 69,,,W92000004,8.8
2009,"Suicide Rate per 100,000",Wales,,70 to 74,,,W92000004,9.1
2009,"Suicide Rate per 100,000",Wales,,75 to 79,,,W92000004,7.5
2009,"Suicide Rate per 100,000",Wales,,80 to 84,,,W92000004,7.7
2009,"Suicide Rate per 100,000",Wales,,85 to 89,,,W92000004,12.1
2009,"Suicide Rate per 100,000",Wales,,15 to 19,Male,,W92000004,8.8
2009,"Suicide Rate per 100,000",Wales,,20 to 24,Male,,W92000004,16.4
2009,"Suicide Rate per 100,000",Wales,,25 to 29,Male,,W92000004,20.4
2009,"Suicide Rate per 100,000",Wales,,30 to 34,Male,,W92000004,13.2
2009,"Suicide Rate per 100,000",Wales,,35 to 39,Male,,W92000004,23.9
2009,"Suicide Rate per 100,000",Wales,,40 to 44,Male,,W92000004,27.1
2009,"Suicide Rate per 100,000",Wales,,45 to 49,Male,,W92000004,23.6
2009,"Suicide Rate per 100,000",Wales,,50 to 54,Male,,W92000004,24.2
2009,"Suicide Rate per 100,000",Wales,,55 to 59,Male,,W92000004,6.4
2009,"Suicide Rate per 100,000",Wales,,60 to 64,Male,,W92000004,8.1
2009,"Suicide Rate per 100,000",Wales,,65 to 69,Male,,W92000004,14.2
2009,"Suicide Rate per 100,000",Wales,,70 to 74,Male,,W92000004,9.5
2009,"Suicide Rate per 100,000",Wales,,75 to 79,Male,,W92000004,10.5
2009,"Suicide Rate per 100,000",Wales,,80 to 84,Male,,W92000004,9.5
2009,"Suicide Rate per 100,000",Wales,,85 to 89,Male,,W92000004,36.0
2009,"Suicide Rate per 100,000",Wales,,20 to 24,Female,,W92000004,3.0
2009,"Suicide Rate per 100,000",Wales,,30 to 34,Female,,W92000004,4.8
2009,"Suicide Rate per 100,000",Wales,,35 to 39,Female,,W92000004,7.0
2009,"Suicide Rate per 100,000",Wales,,40 to 44,Female,,W92000004,8.1
